Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
5,2.7098,0,0.0,93,65.5995,0.022466,0.05457,17.012763,0.0,Oct,2,2,3,10,Returning_Visitor,0,0
0,24.5383,0,0.0,9,11.7557,0.00852,0.079062,2.788139,0.0,Nov,2,1,2,8,Returning_Visitor,1,0
0,0.8088,0,1773.5821,0,329.8473,0.050829,0.006935,211.067763,0.0,Oct,1,2,6,1,Returning_Visitor,1,1
0,2.299,2,0.0,9,1693.8399,0.006829,0.006936,0.0,0.0,Nov,1,1,1,2,New_Visitor,1,0
1,473.8157,0,0.0,87,65.0742,0.000738,0.029376,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,0,0
0,21.6052,0,0.0,6,317.9723,0.003775,0.000422,60.950756,0.0,Dec,2,3,1,1,Returning_Visitor,0,1
0,15.0841,0,0.0,3,3139.0263,0.011387,0.001742,0.0,0.0,May,2,1,1,3,Returning_Visitor,0,0
0,5.3061,1,47.3454,1,356.2178,0.001812,0.021288,7.25156,0.0,May,1,2,1,3,Returning_Visitor,0,0
0,86.2008,0,21.9227,7,54.7473,0.001571,0.021941,0.0,0.0,Dec,1,2,2,1,Returning_Visitor,0,0
0,0.0824,0,0.0,62,7042.3668,0.045638,0.007859,5.361861,0.0,Mar,2,2,1,8,Returning_Visitor,0,0
1,18.6847,0,0.0,1,2775.8628,0.023077,0.053776,0.0,0.0,Mar,3,2,5,2,Returning_Visitor,0,0
4,10.0117,0,0.0,4,169.9998,0.009735,0.040181,0.0,0.0,May,2,2,2,3,Returning_Visitor,1,0
1,2.8381,0,0.0,11,981.1526,0.046921,0.004539,0.0,0.0,Mar,3,2,3,2,Returning_Visitor,0,0
0,1.1506,0,0.0,3,417.5497,0.001435,0.039781,4.583381,1.0,May,2,1,1,3,Returning_Visitor,0,0
8,15.585,0,0.0,97,2923.836,0.0212,0.007506,0.0,0.0,Aug,2,2,1,1,Returning_Visitor,0,0
2,46.9691,4,0.0,14,398.4362,8e-06,0.01621,17.79769,0.0,May,3,2,2,2,Returning_Visitor,1,0
1,11.8186,1,30.4689,65,70.3727,0.002429,0.019032,0.0,0.0,May,3,4,4,3,Returning_Visitor,1,0
18,17.6187,0,47.6937,13,2369.608,0.02394,0.030122,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,0,0
11,25.6703,0,0.0,29,85.5403,0.043637,0.038012,0.0,0.0,Nov,2,4,9,1,Returning_Visitor,0,0
2,1046.7711,0,0.0,3,7.4146,0.013133,0.035324,0.0,0.0,May,2,2,3,2,Returning_Visitor,0,0
6,11.9617,1,0.0,40,166.1211,0.022801,0.021202,29.843913,0.0,May,2,2,1,1,Returning_Visitor,0,0
0,0.1949,0,49.9994,19,1824.4352,0.000327,0.045336,4.747867,0.8,May,2,2,1,2,Returning_Visitor,0,0
0,12.6157,0,78.671,131,9903.5262,0.024534,0.00583,0.0,0.0,Nov,1,2,9,1,New_Visitor,0,1
0,0.2469,0,0.0,208,3906.6426,0.00604,0.004382,0.0,0.0,Mar,8,2,1,2,Returning_Visitor,0,0
0,19.1356,1,0.0,11,21745.5034,0.055346,0.033007,0.0,0.0,Dec,2,3,8,1,Returning_Visitor,1,0
0,5.8853,0,0.0,1,520.9511,0.005253,0.023509,0.0,0.0,Mar,2,2,1,6,Returning_Visitor,0,0
1,5.2923,0,0.0,3,1344.03,0.035749,0.010684,0.0,0.0,May,1,4,1,1,Returning_Visitor,0,0
4,55.6915,0,0.0,15,1154.6562,0.058978,0.021225,50.870605,0.0,May,2,4,1,2,Returning_Visitor,0,0
4,33.8247,0,31.6164,149,2401.5524,0.097041,0.049861,0.0,0.0,Dec,2,1,1,1,Returning_Visitor,0,0
0,297.5282,0,0.0,4,2724.0987,0.000164,0.012927,0.0,0.0,Dec,3,2,6,1,Returning_Visitor,0,1
7,2.0018,0,0.0,5,91.1812,0.003847,0.029805,4.240747,0.0,May,3,3,9,4,New_Visitor,1,0
0,7.3896,0,50.8671,24,515.3844,0.061045,0.015688,0.0,0.6,May,2,2,3,1,New_Visitor,0,1
2,10.414,0,0.0,104,403.019,0.009572,0.015615,0.0,0.0,May,2,2,1,3,Returning_Visitor,0,0
0,36.5019,1,0.0,0,113.0794,0.025362,0.01223,6.981553,0.0,June,1,2,1,20,Returning_Visitor,1,1
0,17.933,1,0.0,0,1217.8241,0.013821,0.032496,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,1,0
0,1.7921,0,0.0,51,186.1483,0.037868,0.005657,0.0,0.0,Mar,2,2,9,10,Returning_Visitor,0,0
2,7.3029,2,0.0,12,1264.2704,0.018301,0.022866,0.0,0.0,Nov,2,2,1,5,Returning_Visitor,0,0
0,7.1427,0,0.0,8,1104.6859,4.8e-05,0.02408,0.0,0.0,May,3,2,2,3,Returning_Visitor,0,0
1,3.1816,0,0.0,65,344.6478,0.000662,0.002294,0.0,0.0,Nov,1,2,1,1,Returning_Visitor,0,0
2,11.4892,0,0.0,5,224.2255,0.025332,0.000878,0.0,0.0,Dec,2,1,1,4,Returning_Visitor,1,1
0,56.2643,4,0.0,4,1648.7679,0.02664,0.007488,0.0,0.0,May,1,6,1,2,Returning_Visitor,0,0
9,3.1171,0,0.0,5,3704.3129,0.028154,0.03617,0.0,0.0,Mar,3,3,1,2,Returning_Visitor,0,0
1,39.9529,0,0.0,0,340.9327,0.154778,0.045215,0.0,0.0,Jul,2,2,3,3,Returning_Visitor,0,0
6,5.7048,0,207.1852,31,5.7436,0.014957,0.000701,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,0,0
0,3.1448,0,0.0,1,229.7968,0.001465,0.012299,100.208217,0.0,Dec,2,6,1,2,Returning_Visitor,1,0
2,7.3188,0,0.0,8,1444.3219,0.006795,0.004152,38.832501,0.0,Nov,1,2,1,2,Returning_Visitor,0,1
0,402.7766,0,18.3874,8,628.0264,0.002327,0.007763,0.0,0.0,Nov,2,1,1,3,Returning_Visitor,0,0
8,1.2138,0,0.0,1,341.9142,0.004165,0.013042,0.0,0.0,Aug,2,2,3,2,New_Visitor,1,0
0,38.3123,0,49.8674,2,1204.9414,0.060245,0.040276,6.690518,0.0,Dec,6,1,1,3,Returning_Visitor,0,0
0,13.8855,0,153.6388,15,10440.4752,0.010135,0.004027,0.0,0.0,May,2,1,1,4,New_Visitor,0,0
1,32.0369,6,0.0,1,23.4383,0.037292,0.001875,0.0,0.0,Oct,2,2,5,1,Returning_Visitor,0,0
3,23.1995,2,0.0,27,518.4904,0.008244,0.010332,0.0,0.0,May,2,2,7,6,Returning_Visitor,0,0
4,12.6485,0,0.0,28,50.297,0.008116,0.039876,0.0,0.0,Nov,3,4,2,3,Returning_Visitor,0,0
3,11.8196,2,0.0,3,350.0758,0.008774,0.029331,0.0,0.0,Mar,2,2,4,13,New_Visitor,0,0
1,0.9757,0,0.0,36,40.8007,0.000334,0.010788,0.0,0.2,Oct,2,2,3,3,New_Visitor,0,0
0,4.0596,0,0.0,4,184.8653,0.004178,0.045383,0.0,0.0,Nov,2,2,1,8,New_Visitor,1,0
2,64.283,2,0.0,2,29.3463,0.048659,0.027007,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,0,0
0,26.3321,0,0.0,19,402.7252,0.040624,0.024643,0.0,0.0,Nov,3,5,1,8,Returning_Visitor,0,0
1,1.4033,0,311.6392,2,2775.977,0.005127,0.021569,67.467939,0.6,Mar,1,2,1,2,Returning_Visitor,0,0
0,5.7204,0,0.0,11,30.8574,0.004718,0.002047,0.0,0.0,May,8,2,1,3,Returning_Visitor,0,0
0,12.0917,0,0.0,47,843.8882,0.002803,0.014924,0.0,0.0,Mar,2,5,9,6,Returning_Visitor,0,1
0,42.7017,0,116.899,42,204.4015,0.001583,0.02714,24.11883,0.0,Nov,1,1,1,1,Returning_Visitor,0,0
10,0.9262,2,111.4913,27,45.0479,0.041343,0.003375,30.858905,0.0,Nov,2,2,2,1,Returning_Visitor,1,0
1,154.0314,0,53.0661,0,715.7941,0.000816,0.021536,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,0,0
1,2.1453,0,0.0,73,800.5861,0.001195,0.015231,0.0,0.0,Aug,2,2,4,1,Returning_Visitor,0,0
2,0.5672,0,0.0,0,1206.9492,1.1e-05,0.005605,19.742433,0.0,Nov,2,1,3,2,Returning_Visitor,0,0
1,4.3988,0,0.0,1,179.4705,0.081983,0.010865,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,1,1
5,4.6132,0,0.0,6,66.1077,0.010039,0.002608,0.0,0.0,Nov,1,2,1,1,Returning_Visitor,0,0
1,1.5708,0,0.0,30,130.4957,0.001307,0.004054,0.0,0.0,May,1,5,4,1,Returning_Visitor,0,0
4,0.9743,0,0.0,8,784.1672,0.017477,0.012105,10.270233,0.0,May,2,2,3,2,Returning_Visitor,0,0
2,63.171,0,0.0,6,25843.6761,0.004622,0.025087,0.0,0.0,Nov,3,10,3,2,Returning_Visitor,0,0
0,30.2322,1,0.0,4,179.3387,0.017098,0.033525,0.0,0.0,Nov,4,2,3,6,Returning_Visitor,1,0
0,10.1731,0,28.276,6,86.3738,0.000603,0.000875,30.060861,0.0,Nov,3,2,7,10,Returning_Visitor,0,1
0,83.7229,0,0.0,60,82.5934,0.079549,0.00075,0.0,0.0,Nov,2,1,3,3,Returning_Visitor,1,0
0,7.0739,0,0.0,31,112.1109,0.04687,0.020547,0.0,0.0,May,2,2,1,2,New_Visitor,1,0
2,1.1714,0,0.0,48,404.4317,0.003515,0.014598,0.0,0.0,May,1,2,6,4,Returning_Visitor,1,0
0,151.4186,0,0.0,37,5096.8033,0.000837,0.005233,0.0,0.0,Mar,1,10,1,1,Returning_Visitor,0,1
0,5.8281,0,0.0,29,79.2067,0.000768,0.094454,0.0,0.0,Dec,1,1,8,4,Returning_Visitor,0,1
0,45.4239,0,0.0,24,64.5754,0.000207,0.012667,5.98978,0.0,Mar,1,1,6,4,Returning_Visitor,0,0
0,0.1602,0,0.0,45,85.6695,0.005056,0.002306,0.0,0.0,Dec,2,2,9,2,Returning_Visitor,0,0
0,22.0204,0,0.0,135,421.8346,0.046788,0.004283,0.0,0.0,May,2,2,1,2,New_Visitor,0,0
0,117.3076,0,0.0,52,4173.0478,0.004506,0.006634,0.0,0.0,Nov,1,5,1,2,Returning_Visitor,1,1
1,0.1064,0,0.0,24,628.5972,0.011257,0.045746,0.0,0.0,Dec,3,1,5,1,Returning_Visitor,0,0
0,12.1727,0,0.0,273,10776.5561,0.004064,0.038382,0.0,0.0,Nov,1,2,4,2,Returning_Visitor,0,0
1,0.1702,0,0.0,25,9153.7359,0.002816,0.035667,0.0,0.0,Oct,2,2,1,13,Returning_Visitor,0,0
1,13.2139,0,0.0,10,503.7432,0.037352,0.023964,96.409162,0.0,Oct,2,1,3,1,Returning_Visitor,0,0
6,192.5771,0,0.0,123,57691.5058,0.041123,0.050008,0.0,0.0,Nov,1,4,1,2,Returning_Visitor,0,0
11,0.45,0,150.4875,0,2687.9152,0.011876,0.039669,0.0,0.0,Dec,3,2,7,1,Returning_Visitor,0,0
0,3.4606,1,0.0,44,3810.0755,0.027492,0.014601,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,1,0
3,725.067,7,4.2514,19,145.5515,0.097173,0.073944,21.992575,0.0,Feb,2,2,7,11,Returning_Visitor,0,0
0,5.8267,0,0.0,6,921.7246,0.054093,0.030337,0.0,0.0,Dec,3,10,7,2,Returning_Visitor,0,0
8,3.9811,1,0.0,0,225.0866,0.011147,0.025434,0.0,0.4,May,1,2,2,2,Returning_Visitor,0,0
1,16.6051,2,0.0,3,283.812,0.01012,0.045581,0.0,0.0,May,1,2,2,2,Returning_Visitor,0,0
0,0.3722,1,0.0,13,22856.4172,0.001218,0.022368,3.044206,0.0,Mar,2,1,3,11,Returning_Visitor,0,0
7,1.0691,0,0.0,3,26.0849,0.000827,0.069414,0.0,0.0,Nov,2,6,2,2,New_Visitor,0,0
8,173.1434,0,0.0,71,269.5601,0.001797,0.005912,39.862096,0.0,May,1,2,1,6,Returning_Visitor,0,0
0,0.299,0,0.0,4,192.1743,0.007508,0.003166,21.458105,0.0,Dec,2,1,1,10,Returning_Visitor,0,0
6,27.0319,0,0.0,19,647.2378,0.027013,0.00181,0.0,0.0,Oct,3,2,8,4,Returning_Visitor,0,0
0,1.4832,0,0.0,5,145.0584,0.034966,0.040757,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,1,0
3,925.7996,0,0.0,31,93.6086,0.005316,0.010317,0.0,0.0,Nov,3,5,1,3,Returning_Visitor,0,0
1,23.6952,1,0.0,5,438.5163,0.050407,0.026087,0.0,0.0,Dec,2,1,1,1,Returning_Visitor,1,0
3,0.7496,0,0.0,9,814.9711,0.000399,0.044418,0.0,0.0,Dec,2,2,7,8,Returning_Visitor,0,0
0,53.247,0,0.0,147,255.8389,0.073296,0.018687,0.0,0.0,May,3,2,4,2,New_Visitor,0,0
0,0.0415,1,0.0,35,588.0592,0.001666,0.051091,0.0,0.0,Dec,2,2,1,13,New_Visitor,0,1
5,0.0429,0,0.0,14,2690.836,0.018906,0.000946,0.0,0.0,Mar,3,5,1,2,Returning_Visitor,0,0
0,1.3547,3,0.0,1,163.0293,0.017618,0.030555,9.693051,0.0,Dec,2,1,1,2,New_Visitor,0,0
0,163.8265,0,0.0,29,18.7518,0.01325,0.014855,0.0,0.6,May,2,1,3,2,Returning_Visitor,0,0
0,122.2696,1,0.0,50,23.7746,0.000937,0.026959,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,0,0
0,28.7121,0,0.0,9,403.7329,0.01568,0.031014,0.0,0.6,Nov,4,2,7,3,Returning_Visitor,0,0
1,128.0425,1,0.0,0,190.3952,0.000305,0.000652,0.0,0.0,Mar,2,2,3,20,Returning_Visitor,0,0
0,3.814,0,0.0,20,15.212,0.027738,3e-05,0.0,0.0,May,2,2,3,10,Returning_Visitor,0,0
0,9.0459,3,0.0,0,3772.9279,6e-06,0.020566,13.615533,0.0,May,1,1,1,1,Returning_Visitor,0,0
0,20.4572,0,0.0,58,1395.7168,0.012869,0.017112,0.0,0.0,Dec,1,2,2,4,New_Visitor,1,0
4,22.8948,3,0.0,35,340.8583,0.001786,0.023765,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,1,0
0,105.2498,0,0.0,16,152.5404,0.001384,0.001132,0.0,0.0,Mar,1,2,4,2,New_Visitor,0,0
1,61.8706,0,0.0,14,637.5788,0.001205,0.082396,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,0,1
0,5.1385,0,0.0,109,53.8894,0.000955,0.007256,1.095015,0.0,May,3,1,1,3,Returning_Visitor,0,0
3,254.8601,0,0.0,36,54.591,0.019351,0.001038,8.360523,0.0,Mar,3,1,1,2,Returning_Visitor,1,0
1,372.6863,0,0.0,37,57.1728,0.001625,0.053289,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,1,0
1,7.066,0,0.0,14,208.2082,0.004835,0.024779,12.434522,0.0,Dec,2,2,3,5,Returning_Visitor,0,1
0,55.2677,0,0.0,4,1315.6028,0.038504,0.000538,0.0,0.0,Nov,1,1,3,5,Returning_Visitor,0,0
0,4.2956,0,0.0,2,808.6984,0.00194,0.015053,0.0,0.0,Sep,1,2,1,3,Returning_Visitor,0,0
0,73.662,0,0.0,55,123.4736,0.002108,0.002797,0.0,0.0,Feb,1,1,1,1,Returning_Visitor,0,0
0,4.3502,4,0.0,8,8.2406,0.007377,0.017119,0.0,0.0,Dec,1,2,4,1,Returning_Visitor,0,0
2,282.3894,0,0.0,1,666.5777,0.006739,0.015579,0.0,0.0,Aug,8,1,2,2,Returning_Visitor,0,0
9,51.2596,0,0.0,26,176.0981,0.021011,0.011538,0.0,0.0,Nov,1,2,1,2,Returning_Visitor,1,0
0,10.6992,0,0.0,1,10908.4542,0.014054,0.003234,101.443987,0.0,Dec,1,2,1,4,Returning_Visitor,0,0
8,4.7206,0,0.0,55,512.0703,0.005378,0.040259,0.0,0.0,Nov,2,2,2,2,Returning_Visitor,0,0
0,1.2879,3,0.0,28,342.67,0.038715,0.016249,0.0,0.0,Mar,3,2,3,7,Returning_Visitor,1,0
0,0.053,0,0.0,8,2456.0412,0.007574,0.096281,18.577653,0.0,May,3,3,1,10,Returning_Visitor,0,0
0,483.6284,0,224.1395,66,68.2242,0.00235,0.001294,0.0,0.0,Jul,1,1,7,1,Returning_Visitor,0,1
0,27.8302,2,0.0,5,0.6506,0.000542,0.044972,0.0,0.0,Sep,2,2,1,1,Returning_Visitor,0,0
1,0.7257,0,0.0,13,10.2823,0.001271,0.023476,0.0,0.0,Nov,2,2,4,4,Returning_Visitor,0,0
0,6.6381,0,0.0,0,1933.2298,0.096604,0.041167,0.0,0.0,Mar,1,2,4,13,Returning_Visitor,0,0
1,46.0459,0,0.0,34,3.9176,0.000406,0.007737,0.0,0.0,Nov,2,1,3,2,Returning_Visitor,0,0
0,4.0196,1,27.8676,189,4212.6103,0.015842,0.003686,0.0,0.0,May,1,2,1,2,Returning_Visitor,1,0
0,407.3886,0,0.0,17,0.8346,0.047364,0.0474,0.0,0.0,Dec,2,1,2,1,Returning_Visitor,0,0
1,4.5019,0,61.39,44,4487.2412,0.003702,0.021021,0.0,0.0,Nov,7,2,8,2,Returning_Visitor,1,0
0,2.7531,0,0.0,54,10968.7417,0.026972,0.004931,8.74132,0.0,May,2,2,3,2,Returning_Visitor,0,0
4,8.5711,0,0.0,4,8722.8131,0.003013,0.02083,0.0,0.6,Nov,1,2,7,10,Returning_Visitor,1,0
0,33.69,0,0.0,1,5631.1135,0.000267,0.019758,0.0,0.0,Mar,1,2,1,10,Returning_Visitor,0,0
5,17.7494,0,0.0,11,1622.1171,0.000327,0.000496,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,1,0
0,31.9781,1,0.0,61,406.439,0.003202,0.013072,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,0,1
1,38.6554,0,0.0,2,171.5416,2e-06,0.03253,0.0,1.0,May,2,2,1,13,New_Visitor,0,0
2,2.4041,0,0.0,1,3808.3591,0.003626,0.045905,6.418571,0.0,Nov,2,2,2,2,Returning_Visitor,0,0
0,1323.5682,0,193.2719,0,65.9302,0.00013,0.002948,176.790186,0.0,May,2,2,9,2,New_Visitor,0,1
6,104.7153,0,0.0,0,31.5155,0.006102,0.049959,10.558617,0.0,Nov,3,1,1,3,Returning_Visitor,0,0
0,48.772,1,0.0,18,4102.6677,0.016024,0.025792,0.0,0.0,Mar,1,2,6,2,Returning_Visitor,1,0
0,75.6423,0,0.0,10,50.5727,0.006669,0.000881,0.0,0.0,Nov,1,2,1,10,Returning_Visitor,0,0
8,129.4397,0,0.0,52,2827.4335,0.037441,0.023716,8.931288,0.4,Jul,2,1,1,3,Returning_Visitor,0,0
0,86.3259,0,0.0,13,93.9801,0.027866,0.020516,0.0,0.0,May,3,2,2,2,Returning_Visitor,0,0
3,21.8087,0,0.0,9,1216.761,0.005651,0.030513,0.0,0.0,Nov,2,2,5,4,Returning_Visitor,0,1
5,22.6792,0,0.0,4,34.6412,0.003363,0.021883,0.0,1.0,Dec,2,2,2,2,Returning_Visitor,0,0
1,17.381,0,243.5617,13,1055.751,0.017414,0.01647,0.0,0.0,Jul,1,2,2,3,New_Visitor,1,1
0,1.3836,0,0.0,40,292.6718,7e-06,0.007774,0.0,0.0,Nov,1,2,1,3,Returning_Visitor,1,1
2,3.5553,4,31.8644,15,191.7598,0.100401,0.023632,19.071821,0.0,Nov,3,2,6,1,Returning_Visitor,0,0
2,969.2733,0,0.0,9,79.7183,0.005116,0.025618,0.0,0.8,June,2,1,1,2,Returning_Visitor,0,0
0,5.4196,0,0.0,5,91.3375,0.027898,0.010885,0.0,0.0,Nov,3,1,9,2,New_Visitor,0,1
0,37.1711,0,0.0,22,5951.6986,0.034556,0.00617,0.0,0.0,Nov,2,1,3,6,Returning_Visitor,1,0
13,0.1282,0,0.0,24,877.9518,0.073216,0.008402,0.0,0.0,Nov,1,2,3,11,Returning_Visitor,0,0
4,2.7087,0,0.0,11,5.6183,0.028521,0.092201,44.136072,0.0,May,2,2,1,2,Returning_Visitor,0,0
2,5.078,0,0.0,141,24.3248,0.003907,0.010679,0.0,0.6,Sep,2,2,2,13,Returning_Visitor,0,0
7,54.8676,0,0.0,39,244.2643,0.02571,0.023738,0.0,0.0,Dec,3,10,3,3,Returning_Visitor,1,0
0,4.6014,3,0.0,0,366.7198,0.009222,0.039069,0.0,0.0,Sep,2,5,3,10,Returning_Visitor,1,0
0,95.7648,0,0.0,0,335.3357,0.072364,0.04413,0.0,0.0,Oct,3,2,3,2,Returning_Visitor,0,0
1,10.4585,0,0.0,0,59.6827,0.006009,0.00908,0.0,0.0,May,2,2,1,6,Returning_Visitor,0,0
2,77.9461,4,0.0,7,4.9989,0.00214,0.03306,0.0,0.0,May,3,2,7,2,Returning_Visitor,0,0
3,2.3162,0,15.9092,50,111.9014,0.007786,0.009767,0.0,0.0,May,1,2,2,10,Returning_Visitor,0,0
1,66.9267,0,0.0,0,389.108,0.014896,0.026777,6.323856,0.0,Nov,2,1,3,13,Returning_Visitor,0,0
2,6.0986,0,0.0,0,1351.0526,0.009751,0.051353,0.0,0.0,Jul,2,1,1,13,Returning_Visitor,1,0
0,56.4989,0,27.5766,0,416.8007,0.019925,0.00405,0.0,0.0,Nov,1,2,2,2,Returning_Visitor,0,0
0,0.0669,2,0.0,1,2602.0797,0.014534,0.022659,0.0,0.0,May,2,4,1,1,Returning_Visitor,0,1
0,1.21,0,164.0042,48,188.2904,0.021675,0.000655,0.0,0.0,Mar,2,1,6,1,Returning_Visitor,0,0
11,399.6599,3,82.1598,33,12.3456,0.000327,0.047782,0.0,0.0,Dec,1,2,6,11,Returning_Visitor,0,0
0,0.0353,0,182.6724,40,880.3037,0.006384,0.02946,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,0,0
8,1.8584,0,0.0,126,538.3631,0.000185,0.019692,0.0,0.2,Nov,2,1,3,11,New_Visitor,0,0
1,40.1976,0,0.0,0,63973.5222,0.048595,0.00362,0.0,0.0,May,2,2,7,5,Returning_Visitor,0,0
0,11.5044,1,0.0,0,100.5291,0.012278,0.036203,0.0,0.0,May,2,2,1,3,Returning_Visitor,0,0
0,8.9061,0,0.0,4,2774.3435,1.9e-05,0.009962,149.352328,0.8,Dec,2,2,2,1,Returning_Visitor,0,0
1,4.3276,0,0.0,0,19190.1886,0.01074,0.000998,0.0,0.0,May,1,2,1,3,Returning_Visitor,1,1
0,1.1503,0,0.0,6,14050.7793,0.032403,0.023667,3.977551,0.6,Nov,3,2,1,3,Returning_Visitor,1,0
7,53.7606,0,0.0,20,185.1705,0.004691,0.073517,16.606241,0.0,May,2,2,1,2,Returning_Visitor,1,1
0,10.2995,0,0.0,2,1214.4492,0.000524,0.019419,0.0,0.0,May,2,2,3,13,Returning_Visitor,0,0
2,66.7196,0,99.614,9,428.4224,0.063055,0.00377,0.0,0.0,Mar,2,2,4,3,Returning_Visitor,1,0
0,0.2477,1,0.0,111,59.5811,0.000136,0.105798,0.0,0.0,Mar,3,1,6,5,Returning_Visitor,1,1
0,59.0491,0,0.0,1,82.2982,0.013407,0.081684,0.0,0.0,June,2,2,2,1,Returning_Visitor,0,0
0,0.7546,3,0.0,10,8496.1608,0.015943,0.025217,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,0,0
0,0.0438,0,0.0,47,221.1286,0.026482,0.000236,5.066164,0.0,Mar,1,1,1,3,Returning_Visitor,0,0
0,0.8909,0,0.0,58,205.3815,0.053976,0.042576,0.0,0.0,Nov,2,2,4,3,New_Visitor,0,0
3,64.7085,0,0.0,25,1159.5646,0.155588,0.001735,0.0,0.0,May,2,2,1,11,Returning_Visitor,0,0
2,3.2555,0,0.0,27,211.1643,0.013666,0.008471,0.0,0.0,June,2,1,3,2,Returning_Visitor,0,0
1,0.2654,0,0.0,14,513.9882,0.011928,0.007273,0.0,0.0,Dec,2,1,9,6,Returning_Visitor,0,1
5,21.9232,0,0.0,0,19.6269,0.001121,0.011374,0.0,0.0,May,3,2,3,3,Returning_Visitor,0,0
9,15.386,0,0.0,1,1.0439,0.001914,0.000995,0.0,0.0,Nov,2,2,3,11,Returning_Visitor,0,0
0,63.2595,0,0.0,40,636.6161,0.000275,0.015334,0.0,0.0,May,2,1,2,4,Returning_Visitor,0,0
0,7.1794,3,0.0,119,2488.2003,0.084511,0.020135,0.0,0.0,Jul,3,2,7,3,Returning_Visitor,0,0
1,16.8067,0,0.0,13,151.344,0.012437,1.6e-05,0.0,0.0,June,3,2,3,10,Returning_Visitor,0,1
1,3.466,0,0.0,2,175.257,0.000344,0.00691,0.0,0.0,Sep,3,2,1,2,Returning_Visitor,0,1
0,3.8097,0,0.0,60,3037.2339,0.011007,0.001913,0.0,0.0,Nov,3,2,1,4,Returning_Visitor,0,0
0,73.7049,0,53.1638,89,205.1539,0.029191,0.025828,0.0,0.0,Dec,2,2,9,3,Returning_Visitor,0,0
0,32.2162,0,4.3772,7,115.9594,8.9e-05,0.0074,0.0,0.0,May,3,2,1,1,Returning_Visitor,0,1
0,15.1728,2,0.0,21,148.6162,0.004882,0.055935,0.0,0.0,Mar,2,6,1,4,Returning_Visitor,0,0
0,1.9163,0,0.0,15,60.3603,0.062945,0.005235,0.0,0.0,May,3,2,1,2,Returning_Visitor,0,0
0,0.9404,0,0.0,30,3901.9525,0.107051,0.015389,17.41218,0.0,June,2,2,1,11,Returning_Visitor,0,0
3,9.0131,0,0.0,71,1720.6032,0.001461,0.025846,0.0,0.0,May,2,2,8,2,Returning_Visitor,0,1
2,0.8044,0,0.0,38,19.9814,0.000678,0.042803,46.040293,0.0,May,2,2,2,13,Returning_Visitor,0,0
3,275.6743,0,0.0,46,64.679,0.036011,0.002488,0.0,0.0,Mar,2,4,5,3,Returning_Visitor,0,0
7,8.186,0,0.0,69,54.1877,0.001644,0.001972,0.0,0.0,Sep,2,2,4,2,New_Visitor,0,0
3,303.4148,4,0.0,3,1284.9626,0.001587,0.024307,0.0,0.0,May,1,1,1,6,Returning_Visitor,1,0
0,230.618,1,0.0,12,2589.3941,0.062051,0.018972,69.854057,1.0,May,2,2,6,3,Returning_Visitor,0,0
5,25.6903,0,0.0,10,1434.7105,0.02536,0.016269,0.0,0.0,Aug,2,2,3,13,Returning_Visitor,0,0
2,1.2487,1,0.0,2,267.8012,0.027848,0.005,0.0,0.6,May,2,2,4,1,Returning_Visitor,0,1
5,0.0286,0,0.0,66,3080.2665,0.01406,0.000211,11.401976,0.0,Sep,1,1,1,5,Returning_Visitor,0,0
0,121.5472,1,0.0,7,40.5506,0.004406,0.015853,0.0,0.0,Mar,2,2,1,13,Returning_Visitor,1,1
3,110.3685,0,70.4994,79,7624.8153,0.019292,0.00773,0.0,0.0,May,3,2,2,2,New_Visitor,1,0
0,167.766,0,0.0,48,4681.5278,0.036429,0.006841,0.0,0.0,Mar,2,2,7,2,Returning_Visitor,0,0
0,7.4118,0,0.0,3,844.4786,0.011425,0.052252,0.0,0.0,Aug,3,1,1,1,Returning_Visitor,0,0
0,0.5255,2,0.0,81,479.3626,0.066945,0.002791,0.0,0.0,Nov,2,2,1,15,Returning_Visitor,0,1
2,0.9732,0,115.776,42,128.6308,0.022144,0.012184,0.0,0.0,Dec,1,2,2,2,Returning_Visitor,0,0
6,35.4225,0,0.0,7,349.1659,0.08177,0.05045,0.0,0.0,Sep,2,1,4,2,Returning_Visitor,1,1
0,73.7204,0,0.0,19,3980.2035,0.075157,0.041029,41.126117,0.0,Nov,2,2,2,2,Returning_Visitor,0,1
